#,Name,Symbol,MarketCap,Price,CirculatingSupply,Volume24h,%1h,%24h,%7d
797,ICOB  ICOBID,ICOB,717833.0,0.006706,107048394.0,26200.0,6.91,50.82,159.23
798,POST  PostCoin,POST,717433.0,0.045212,15868233.0,9038.0,1.55,15.3,76.64
799,MAR  Marijuanacoin,MAR,710203.0,0.437676,1622667.0,9704.0,-0.04,-19.23,162.84
800,888  OctoCoin,888,708119.0,0.013827,51211256.0,1089.0,-0.25,23.21,156.01
801,MOTO  Motocoin,MOTO,697762.0,0.038043,18341554.0,1719.0,-0.18,11.69,81.05
802,EBCH  eBitcoinCash,EBCH,691901.0,0.074514,9285500.0,11182.0,0.3,1.41,46.92
803,SRC  SecureCoin,SRC,679261.0,0.08142100000000001,8342611.0,6959.0,17.03,-8.18,198.47
804,MAD  SatoshiMadness,MAD,674356.0,0.000337,2000683485.0,54113.0,-0.04,103.03,157.55
805,CNNC  Cannation,CNNC,658437.0,0.265832,2476893.0,37329.0,-0.05,-0.78,37.94
806,IETH  iEthereum,IETH,654248.0,0.036383,17982000.0,8046.0,-1.88,3.11,34.07
807,AIB  Advanced Inte...,AIB,646010.0,0.027056,23876767.0,512.0,-0.04,-19.08,81.62
808,CAT  Catcoin,CAT,639487.0,0.10213,6261500.0,8864.0,-0.04,4.6,-7.39
809,TSE  Tattoocoin (S...,TSE,637894.0,0.007055,90421856.0,4085.0,-15.53,-24.24,99.01
810,VUC  Virta Unique ...,VUC,632030.0,0.010270999999999999,61537175.0,69188.0,-1.24,36.65,234.22
811,DFS  DFSCoin,DFS,628773.0,0.037941,16572201.0,39718.0,14.93,1.22,190.63
812,RBT  Rimbit,RBT,624971.0,0.005411,115499623.0,149582.0,8.49,81.7,392.81
813,BAS  BitAsean,BAS,622585.0,0.124517,5000000.0,8704.0,3.9,9.37,199.84
814,MONK  Monkey Project,MONK,615159.0,5.81,105797.0,100741.0,-4.12,16.47,43.26
815,BNX  BnrtxCoin,BNX,612282.0,0.022246000000000002,27523001.0,350574.0,6.91,316.19,872.61
816,SHDW  Shadow Token,SHDW,594754.0,0.084965,7000000.0,1059.0,-0.04,17.66,-29.06
817,MAO  Mao Zedong,MAO,591467.0,0.09488300000000001,6233621.0,767.0,-0.04,0.27,14.58
818,EREAL  eREAL,EREAL,590031.0,0.008621,68441802.0,4354.0,-12.43,57.01,683.02
819,HNC  Helleniccoin,HNC,588761.0,0.009132,64469880.0,6104.0,1.91,23.45,36.23
820,ICN  iCoin,ICN,577724.0,0.019718,29299044.0,2507.0,-0.04,14.61,67.33
821,NEWB  Newbium,NEWB,573460.0,0.011469,50000000.0,1288.0,0.15,-61.79,90.93
822,DALC  Dalecoin,DALC,571440.0,1.24,459217.0,6821.0,-4.36,3.4,35.43
823,PR  Prototanium,PR,564799.0,2.88,196097.0,26113.0,-0.01,-14.73,127.07
824,GLT  GlobalToken,GLT,563402.0,0.020331000000000002,27711200.0,12559.0,13.64,21.15,125.93
825,ETHD  Ethereum Dark,ETHD,556380.0,0.37091999999999997,1500000.0,147003.0,2.37,9.0,14.92
826,GRT  Grantcoin,GRT,549264.0,0.012643000000000001,43443737.0,5705.0,-0.04,48.65,56.26
827,CACH  CacheCoin,CACH,540643.0,0.128874,4195132.0,22860.0,2.56,60.55,171.47
828,COAL  BitCoal,COAL,537701.0,0.11948900000000001,4500000.0,88846.0,2.93,154.09,236.9
829,SWING  Swing,SWING,526261.0,0.18303599999999998,2875176.0,1447.0,-0.04,-7.66,67.38
830,FUNC  FUNCoin,FUNC,504902.0,0.086329,5848581.0,7248.0,-7.72,-12.26,103.55
831,SCRT  SecretCoin,SCRT,501715.0,0.118646,4228672.0,1987.0,-0.04,-16.54,74.08
832,BRAT  BROTHER,BRAT,500024.0,0.003125,160000000.0,47069.0,12.17,100.13,526.82
833,GTC  Global Tour Coin,GTC,493623.0,0.016516,29887402.0,7526.0,1.36,10.12,304.04
834,SPEX  SproutsExtreme,SPEX,483115.0,0.000169,2866607586.0,3130.0,-0.04,1.52,26.62
835,TEK  TEKcoin,TEK,476625.0,0.000337,1414054562.0,3355.0,-0.04,-21.43,136.25
836,ZUR  Zurcoin,ZUR,472714.0,0.005393,87653034.0,4487.0,-0.04,-3.08,4.32
837,HXX  Hexx,HXX,465513.0,0.30982600000000005,1502497.0,11110.0,-0.12,-15.26,220.67
838,HMP  HempCoin,HMP,457275.0,0.000337,1356645470.0,31772.0,-0.04,1.52,157.43
839,UNITS  GameUnits,UNITS,457020.0,0.13159300000000002,3472983.0,3946.0,-5.96,-0.37,-11.21
840,ISL  IslaCoin,ISL,456642.0,0.301672,1513704.0,785.0,-0.04,50.67,128.8
841,BUMBA  BumbaCoin,BUMBA,456181.0,0.020224000000000002,22556648.0,7135.0,-0.04,54.39,42.09
842,EGAS  ETHGAS,EGAS,450925.0,0.044393,10157540.0,25891.0,-50.88,33.05,310.22
843,BTG  Bitgem,BTG,447836.0,7.5,59742.0,5432.0,-0.04,-8.5,49.7
844,PHS  Philosopher S...,PHS,439905.0,0.073143,6014340.0,1066.0,-0.08,-19.03,100.07
845,NRO  Neuro,NRO,433189.0,0.010112000000000001,42839522.0,6910.0,-0.91,66.79,275.24
846,REE  ReeCoin,REE,428767.0,0.000167,2560000000.0,56329.0,5.35,-0.31,127.16
847,XCO  X-Coin,XCO,414370.0,0.033458,12384976.0,5239.0,-4.97,1.48,89.85
848,DUO  ParallelCoin,DUO,409273.0,1.31,312806.0,1178.0,-0.04,-2.08,85.9
849,EVO  Evotion,EVO,405463.0,0.12725899999999998,3186127.0,639.0,-0.04,25.45,71.54
850,IMS  Independent M...,IMS,391148.0,0.072854,5368934.0,1144.0,-2.65,17.42,119.05
851,ECO  EcoCoin,ECO,391073.0,0.339378,1152324.0,9883.0,-6.57,-24.37,39.12
852,CXT  Coinonat,CXT,390043.0,0.045232,8623200.0,30208.0,1.42,3.06,354.97
853,FLAX  Flaxscript,FLAX,389300.0,0.069603,5593113.0,6059.0,-0.04,52.66,427.98
854,611  SixEleven,611,388256.0,0.893958,434311.0,10707.0,-4.39,33.95,159.95
855,SOIL  SOILcoin,SOIL,386312.0,0.06775,5702048.0,5691.0,0.21,10.13,75.12
856,PIE  PIECoin,PIE,386216.0,0.034549,11178802.0,2633.0,-0.04,-20.85,690.58
857,USDE  USDe,USDE,382309.0,0.000337,1134236104.0,1771.0,-0.04,1.52,78.47
858,CPN  CompuCoin,CPN,380161.0,0.019381,19615019.0,5638.0,8.45,18.04,162.24
859,ARG  Argentum,ARG,380107.0,0.04342,8754181.0,18963.0,0.12,4.44,106.34
860,BITSILVER  bitSilver,BITSILVER,367005.0,17.81,20609.0,2590.0,-0.36,-3.38,-7.64
861,GP  GoldPieces,GP,361781.0,0.296503,1220161.0,2188.0,-0.02,-6.83,109.15
862,GPU  GPU Coin,GPU,361194.0,0.008923,40477042.0,7522.0,6.03,-8.58,123.18
863,ACOIN  Acoin,ACOIN,359834.0,0.294925,1220085.0,2418.0,-3.28,1.17,90.34
864,EAGLE  EagleCoin,EAGLE,356181.0,0.17014300000000002,2093421.0,6357.0,0.23,-15.97,61.67
865,CON  PayCon,CON,353734.0,0.015350999999999998,23042604.0,6931.0,-4.61,-59.36,41.98
866,HONEY  Honey,HONEY,345803.0,0.9132969999999999,378632.0,7489.0,1.21,1.75,43.7
867,  Money,,340272.0,0.007415000000000001,45887218.0,15861.0,10.75,30.43,77.59
868,ARCO  AquariusCoin,ARCO,340160.0,0.22155,1535366.0,2245.0,0.18,11.73,107.83
869,FIRE  Firecoin,FIRE,331677.0,3.37,98412.0,845.0,-0.04,9.09,79.74
870,XCS  CybCSec,XCS,331073.0,0.027975999999999997,11834082.0,324590.0,-7.82,-17.18,822.57
871,TYCHO  Tychocoin,TYCHO,330238.0,0.065727,5024368.0,3182.0,-1.31,-30.83,-37.37
872,XRE  RevolverCoin,XRE,328633.0,0.014662,22413602.0,2536.0,-3.41,-11.01,91.53
873,QCN  QuazarCoin,QCN,305628.0,0.05056,6044911.0,3384.0,49.94,17.27,23.7
874,RUPX  Rupaya,RUPX,305531.0,0.049782,6137334.0,510.0,-0.04,93.82,-46.99
875,ZMC  ZetaMicron,ZMC,303531.0,0.0005059999999999999,600344291.0,17455.0,49.94,52.27,150.78
876,MTLMC3  Metal Music Coin,MTLMC3,301971.0,0.003788,79719140.0,6209.0,-0.11,-14.58,40.14
877,XCRE  Creatio,XCRE,297145.0,0.014480000000000002,20520514.0,2542.0,-0.04,14.35,98.87
878,RPC  RonPaulCoin,RPC,292094.0,0.324092,901269.0,881.0,-0.03,1.19,-6.87
879,BIP  BipCoin,BIP,287684.0,0.17679,1627261.0,1505.0,-0.04,22.21,51.53
880,SFC  Solarflarecoin,SFC,282421.0,0.020053,14083450.0,3675.0,0.56,-7.69,159.01
881,JIN  Jin Coin,JIN,280503.0,0.028482,9848485.0,1558.0,-0.01,0.92,141.58
882,BENJI  BenjiRolls,BENJI,277598.0,0.013691,20276099.0,7180.0,0.0,38.78,146.04
883,ALL  Allion,ALL,274110.0,0.044216000000000005,6199359.0,1299.0,-0.04,11.65,63.48
884,AERM  Aerium,AERM,272318.0,0.178981,1521492.0,2234.0,-0.32,21.88,-39.7
885,TAJ  TajCoin,TAJ,271660.0,0.033483,8113241.0,2517.0,-1.83,-1.79,88.77
886,SPT  Spots,SPT,266616.0,0.011899,22406021.0,9165.0,1.07,41.25,119.98
887,BLN  Bolenum,BLN,261174.0,0.026117,10000000.0,5080.0,-0.04,-20.61,28.2
888,CMT  Comet,CMT,256865.0,0.29429,872830.0,12770.0,2.52,13.03,78.9
889,MST  MustangCoin,MST,254091.0,0.4031,630343.0,2894.0,-2.46,-39.05,71.04
890,GPL  Gold Pressed ...,GPL,249843.0,0.973944,256527.0,1387.0,4.37,13.29,46.85
891,MAY  Theresa May Coin,MAY,247621.0,0.009176,26986400.0,10239.0,-1.14,-8.93,68.67
892,BTPL  Bitcoin Planet,BTPL,247269.0,0.042133,5868798.0,794.0,-0.04,-6.56,69.64
893,XBTS  Beatcoin,XBTS,238273.0,0.156277,1524686.0,3344.0,-9.28,98.37,112.04
894,NEVA  NevaCoin,NEVA,235552.0,0.093348,2523375.0,1772.0,-0.24,12.18,74.3
895,LUNA  Luna Coin,LUNA,234969.0,0.137852,1704499.0,994.0,-11.01,-5.21,97.13
896,OFF  Cthulhu Offer...,OFF,228934.0,0.087299,2622396.0,1194.0,3.51,8.9,118.65
897,300  300 Token,300,227517.0,758.39,300.0,1430.0,-0.04,6.24,55.68
898,CTO  Crypto,CTO,216584.0,0.01719,12599254.0,793.0,-0.04,8.99,337.62
899,PRX  Printerium,PRX,210948.0,0.017844,11821728.0,5352.0,6.14,108.86,99.01
900,ASAFE2  AllSafe,ASAFE2,208462.0,0.025960000000000004,8030000.0,2671.0,7.13,38.09,179.95
901,E4ROW  E4ROW,E4ROW,205888.0,0.035732,5762000.0,1153.0,0.34,8.46,-48.8
902,ICON  Iconic,ICON,194847.0,0.328637,592894.0,2292.0,-0.01,5.88,50.17
903,DRS  Digital Rupees,DRS,172173.0,0.000337,510802961.0,2385.0,-0.04,1.52,28.71
904,EXN  ExchangeN,EXN,171902.0,0.033706,5100000.0,6212.0,-0.04,14.15,150.28
905,WORM  HealthyWormCoin,WORM,170412.0,0.001517,112351296.0,717.0,-0.04,14.2,129.88
906,BOST  BoostCoin,BOST,165836.0,0.013987999999999999,11855487.0,1687.0,-0.04,5.32,21.78
907,SONG  SongCoin,SONG,164649.0,0.005056000000000001,32565300.0,1779.0,-0.04,-28.11,53.53
908,FUZZ  FuzzBalls,FUZZ,161621.0,0.033462,4829945.0,2001.0,3.09,-16.47,-45.9
909,CWXT  CryptoWorldX ...,CWXT,160793.0,0.0026969999999999997,59630200.0,1711.0,-0.04,80.47,199.88
910,PLACO  PlayerCoin,PLACO,159808.0,0.00455,35120000.0,6454.0,-0.04,-15.1,238.38
911,CTIC3  Coimatic 3.0,CTIC3,155212.0,0.06869299999999999,2259512.0,12434.0,1.33,63.05,390.96
912,UET  Useless Ether...,UET,154581.0,0.038979,3965716.0,2786.0,0.39,20.7,139.22
913,BTQ  BitQuark,BTQ,151713.0,0.016347999999999998,9280453.0,572.0,-0.04,9.41,51.1
914,IMX  Impact,IMX,147646.0,0.001348,109509144.0,2788.0,11.98,10.82,103.91
915,BITEUR  bitEUR,BITEUR,142748.0,1.2,119180.0,78654.0,-0.57,5.43,-4.33
916,PRC  PRCoin,PRC,138266.0,0.008258,16743200.0,963.0,-0.04,-1.5,42.15
917,VPRC  VapersCoin,VPRC,131476.0,0.000169,780124964.0,5777.0,-0.04,-79.22,49.13
918,CRDNC  Credence Coin,CRDNC,130322.0,0.038028,3427006.0,1528.0,16.42,163.81,191.21
919,MILO  MiloCoin,MILO,126522.0,0.011726,10789954.0,1409.0,0.01,9.02,129.92
920,BRAIN  Braincoin,BRAIN,122489.0,0.012134,10094424.0,1171.0,-0.04,21.82,210.67
921,WOMEN  WomenCoin,WOMEN,122126.0,0.002762,44220400.0,10061.0,-0.06,39.67,72.49
922,SLEVIN  Slevin,SLEVIN,117972.0,0.001685,70000000.0,6504.0,-23.08,33.67,83.88
923,STEPS  Steps,STEPS,116139.0,0.006236,18625017.0,999.0,-0.04,9.49,116.58
924,LTCU  LiteCoin Ultra,LTCU,114724.0,0.119255,962002.0,27360.0,2.43,-1.26,67.67
925,ROOFS  Roofs,ROOFS,109546.0,0.000843,130000000.0,4602.0,-0.04,140.38,269.71
926,PLNC  PLNcoin,PLNC,109445.0,0.006404000000000001,17089600.0,878.0,-0.04,67.72,276.24
927,ACP  AnarchistsPrime,ACP,106668.0,0.024271,4394874.0,893.0,-0.08,4.46,63.6
928,BSTAR  Blackstar,BSTAR,106309.0,0.000169,630795971.0,1721.0,-0.04,1.51,28.71
929,MSCN  Master Swiscoin,MSCN,96264.0,0.0021379999999999997,45020290.0,9653.0,2.22,16.59,40.45
930,VLTC  Vault Coin,VLTC,93677.0,0.003083,30385540.0,2317.0,-2.07,14.85,109.48
931,DOLLAR  Dollar Online,DOLLAR,85495.0,0.11342200000000001,753776.0,653.0,-0.04,-9.08,37.77
932,CTIC2  Coimatic 2.0,CTIC2,85481.0,0.0063170000000000006,13532750.0,13540.0,0.72,-3.45,318.7
933,RIDE  Ride My Car,RIDE,85342.0,0.000843,101276976.0,1062.0,-0.04,21.18,76.03
934,GEERT  GeertCoin,GEERT,84060.0,0.016511,5091200.0,4088.0,-0.04,10.47,33.89
935,ARGUS  Argus,ARGUS,81797.0,0.07123099999999999,1148324.0,4073.0,4.54,27.84,223.8
936,VRS  Veros,VRS,74747.0,0.000154,486609040.0,159838.0,1.16,22.47,58.68
937,CESC  CryptoEscudo,CESC,72859.0,0.0005059999999999999,144105100.0,580.0,4.97,52.27,286.14
938,JOBS  JobsCoin,JOBS,71470.0,0.000674,106019270.0,674.0,-0.04,1.52,79.67
939,AGLC  AgrolifeCoin,AGLC,63422.0,0.007921,8006842.0,574.0,-0.04,-39.6,180.58
940,TOR  Torcoin,TOR,62505.0,0.197688,316179.0,1903.0,-21.83,-46.78,-1.22
941,RSGP  RSGPcoin,RSGP,59414.0,34.38,1728.0,1406.0,-0.04,-30.35,110.14
942,SOCC  SocialCoin,SOCC,57649.0,0.041627,1384879.0,1860.0,-0.04,169.62,350.17
943,LIR  LetItRide,LIR,55227.0,0.001517,36410514.0,1645.0,-0.04,52.27,
944,XOC  Xonecoin,XOC,47779.0,0.11375899999999999,420000.0,747.0,-0.04,-31.74,117.75
945,KNC  KingN Coin,KNC,43995.0,21.91,2008.0,757.0,-0.04,9.27,123.82
946,ELS  Elysium,ELS,41848.0,0.010449,4005012.0,2205.0,-2.73,-16.98,-46.6
947,SANDG  Save and Gain,SANDG,41321.0,0.013482,3064800.0,9793.0,-0.08,171.87,243.65
948,MGM  Magnum,MGM,40528.0,0.010112000000000001,4007941.0,7032.0,27.62,-9.28,44.87
949,CRTM  Corethum,CRTM,40062.0,0.016025,2500000.0,1221.0,0.4,100.58,94.35
950,LVPS  LevoPlus,LVPS,37901.0,0.020224000000000002,1874033.0,32866.0,4.64,139.04,163.67
951,XRC  Rawcoin,XRC,34086.0,0.048357,704882.0,7695.0,-6.34,31.73,152.57
952,FXE  FuturXe,FXE,26109.0,0.11090499999999999,235421.0,1270.0,-0.05,-53.68,11.78
953,CREVA  CrevaCoin,CREVA,25273.0,0.0006940000000000001,36390750.0,5721.0,-0.08,10.31,27.84
954,P7C  P7Coin,P7C,23743.0,0.000674,35220238.0,656.0,-0.04,1.52,27.45
955,VOLT  Bitvolt,VOLT,22922.0,0.001517,15112554.0,521.0,-0.04,4.79,2.94
956,TSTR  Tristar Coin,TSTR,20336.0,0.004045,5027857.0,7032.0,-10.57,-6.15,243.23
957,NANOX  Project-X,NANOX,19785.0,252797.0,0.078264,4222.0,-0.04,1.52,-44.36
958,GSR  GeyserCoin,GSR,13679.0,0.29189699999999996,46864.0,553.0,-0.04,4.78,16.26
959,XNG  Enigma,XNG,12993.0,0.7814810000000001,16627.0,792.0,-0.04,46.19,17.38
960,HMC  HarmonyCoin,HMC,6813.0,0.01214,561235.0,5541.0,-7.23,5.68,24.8
961,EBT  Ebittree Coin,EBT,5967.0,0.004719,1264511.0,6054.0,179.89,-14.49,-60.65
962,DGCS  Digital Credits,DGCS,2946.0,0.0005059999999999999,5826388.0,1192.0,-0.04,-23.86,-2.75
963,DMB  Digital Money...,DMB,923.0,0.002191,421300.0,4081.0,-8.13,-16.21,135.64
964,BCAP  BCAP,BCAP,44393100.0,4.44,10000000.0,,0.39,11.18,45.27
965,PHO  Photon,PHO,19899678.0,0.0009519999999999999,20905086872.0,,,-1.89,401.44
966,VTA  Virtacoin,VTA,19612580.0,0.003771,5201310113.0,,0.43,85.7,20.08
967,GCN  GCoin,GCN,18783020.0,0.000126,149524910000.0,,,-3.12,771.34
968,XTO  Tao,XTO,14614563.0,0.44677700000000004,32711090.0,,-0.04,-10.2,24.93
969,NKA  IncaKoin,NKA,8118528.0,0.000685,11859465612.0,,10.77,21.13,270.85
970,PGL  Prospectors Gold,PGL,7663568.0,0.118815,64500000.0,,-0.04,-16.29,63.59
971,YASH  YashCoin,YASH,4363410.0,0.436328,10000297.0,,-0.04,1.52,33.58
972,FIMK  FIMKrypto,FIMK,3968990.0,0.0068790000000000006,577004618.0,,-0.04,1.06,26.77
973,CRYPT  CryptCoin,CRYPT,2749156.0,0.452913,6069943.0,,,,
974,SHORTY  Shorty,SHORTY,2426850.0,0.024268,100000000.0,,-0.04,3.68,
975,EMV  Ethereum Movi...,EMV,2368656.0,0.360709,6566666.0,,9.01,23.74,19.21
976,FUNK  The Cypherfunks,FUNK,2343812.0,5e-05,46522119999.0,,,-14.53,145.98
977,B@  Bankcoin,B@,2205333.0,0.214281,10291781.0,,0.74,5.33,-0.47
978,BRIT  BritCoin,BRIT,2201120.0,0.103494,21268092.0,,0.05,-11.32,11.75
979,POP  PopularCoin,POP,1899396.0,0.000558,3402088629.0,,,-4.8,274.06
980,CASINO  Casino,CASINO,1895670.0,1.9,1000000.0,,-0.89,6.48,
981,JNS  Janus,JNS,1856466.0,0.08064500000000001,23020335.0,,-0.33,15.66,23.02
982,LNK  Link Platform,LNK,1783244.0,37.54,47503.0,,0.33,-7.11,4.86
983,LOT  LottoCoin,LOT,1658526.0,0.00011399999999999999,14491014421.0,,,-5.7,200.19
984,METAL  MetalCoin,METAL,1529795.0,0.019887000000000002,76925527.0,,-0.04,2.38,66.9
985,GAIA  GAIA,GAIA,1421646.0,0.058986000000000004,24101381.0,,-0.01,5.55,98.89
986,CORG  CorgiCoin,CORG,1265864.0,0.001011,1251855418.0,,-0.01,67.93,487.02
987,ITZ  Interzone,ITZ,1223190.0,0.49914200000000003,2450584.0,,,0.61,161.35
988,MRJA  GanjaCoin,MRJA,889151.0,0.199723,4451920.0,,,0.61,50.2
989,AMBER  AmberCoin,AMBER,817486.0,0.018706999999999998,43699481.0,,-0.08,-3.69,11.7
990,ABJ  Abjcoin,ABJ,765903.0,0.092666,8265187.0,,-0.04,-6.97,-24.16
991,BRIA  BriaCoin,BRIA,737187.0,1.15,643511.0,,,,72.4
992,BLZ  BlazeCoin,BLZ,674507.0,0.001108,608557394.0,,,-8.77,129.74
993,STS  Stress,STS,666700.0,0.00118,565134332.0,,-0.04,-35.4,0.11
994,GLC  GlobalCoin,GLC,659003.0,0.010112000000000001,65171010.0,,-0.01,-17.7,10.33
995,BITZ  Bitz,BITZ,635982.0,0.319446,1990891.0,,,,206.17
996,MUT  Mutual Coin,MUT,575895.0,0.000266,2163317171.0,,,0.62,0.38
997,WAY  WayGuide,WAY,539521.0,0.005393,100040708.0,,-0.04,-33.7,
998,SH  Shilling,SH,531722.0,0.013144999999999999,40448975.0,,-0.04,-1.02,47.0
999,J  Joincoin,J,497254.0,0.163644,3038634.0,,-0.04,-41.64,-28.58
1000,VC  VirtualCoin,VC,473226.0,0.04702,10064287.0,,124.91,-0.63,38.58
1001,PX  PX,PX,447487.0,0.00455,98341177.0,,-0.04,9.64,162.35
1002,CYP  Cypher,CYP,429100.0,0.067413,6365285.0,,-0.01,4.93,64.04
1003,FRC  Freicoin,FRC,427150.0,0.014325,29818097.0,,-0.04,1.52,-15.12
1004,SLING  Sling,SLING,426118.0,0.396723,1074095.0,,-0.01,3.3,208.86
1005,TALK  BTCtalkcoin,TALK,418134.0,0.006404000000000001,65290635.0,,-0.04,-17.64,13.11
1006,RMC  Remicoin,RMC,416116.0,0.210242,1979224.0,,-0.03,1.36,-46.27
1007,FLY  Flycoin,FLY,401055.0,1.9,210806.0,,,1.19,29.91
1008,RBIES  Rubies,RBIES,380795.0,0.036561,10415252.0,,-0.04,-3.91,41.95
1009,FRK  Franko,FRK,344943.0,0.370601,930767.0,,-0.04,15.77,116.72
1010,MEOW  Kittehcoin,MEOW,321785.0,1.3000000000000001e-05,23905669976.0,,,,
1011,WMC  WMCoin,WMC,307250.0,0.026654,11527489.0,,,,
1012,YAC  Yacoin,YAC,303916.0,0.0025280000000000003,120221406.0,,-0.04,14.27,48.51
1013,BITGOLD  bitGold,BITGOLD,274076.0,1423.58,193.0,,-0.57,7.37,-6.57
1014,ICE  iDice,ICE,263861.0,0.167956,1571013.0,,-0.04,1.41,-38.41
1015,ANTI  AntiBitcoin,ANTI,250192.0,0.014325,17465159.0,,-0.04,15.05,75.3
1016,WARP  WARP,WARP,243461.0,0.222293,1095224.0,,-0.08,28.63,
1017,SAC  SACoin,SAC,238874.0,0.034043000000000004,7016752.0,,-0.04,-0.73,-28.07
1018,LEA  LeaCoin,LEA,216872.0,0.000674,321707691.0,,-0.04,-51.63,-4.99
1019,XBTC21  Bitcoin 21,XBTC21,215867.0,0.272179,793108.0,,-0.04,11.32,-7.28
1020,DLC  Dollarcoin,DLC,214867.0,0.023594,9106714.0,,-0.08,11.03,37.26
1021,BOAT  BOAT,BOAT,190679.0,0.01028,18547845.0,,-2.42,-5.73,-24.78
1022,CF  Californium,CF,174191.0,0.072132,2414908.0,,-0.04,19.04,65.26
1023,GCC  GuccioneCoin,GCC,170938.0,0.008427,20285537.0,,-0.04,15.36,36.09
1024,URC  Unrealcoin,URC,163369.0,0.023257,7024402.0,,-0.04,3.77,20.28
1025,VEC2  VectorAI,VEC2,144594.0,0.008631,16752989.0,,,-0.02,36.14
1026,DBTC  Debitcoin,DBTC,142560.0,0.00792,17999629.0,,-0.04,1.3,28.18
1027,COXST  CoExistCoin,COXST,135859.0,0.005013,27100000.0,,-21.58,-1.55,-42.89
1028,FLVR  FlavorCoin,FLVR,130314.0,0.006236,20898106.0,,-0.04,29.76,
1029,PULSE  Pulse,PULSE,125311.0,0.008764,14298972.0,,-0.04,25.69,80.89
1030,QBK  Qibuck Asset,QBK,124975.0,0.07477400000000001,1671379.0,,-0.88,6.57,711.16
1031,BVC  BeaverCoin,BVC,123905.0,0.039774000000000004,3115258.0,,-0.08,1.52,44.63
1032,DRM  Dreamcoin,DRM,115749.0,0.047189,2452891.0,,-0.04,7.76,56.29
1033,BLRY  BillaryCoin,BLRY,110632.0,0.012303,8992410.0,,-0.08,-3.14,38.24
1034,ATX  Artex Coin,ATX,110064.0,0.00586,18781750.0,,1.29,3.91,45.44
1035,JWL  Jewels,JWL,105439.0,0.005224,20181636.0,,-0.01,1.52,
1036,JS  JavaScript Token,JS,103841.0,0.012993000000000001,7991996.0,,0.39,-10.24,81.34
1037,ZYD  Zayedcoin,ZYD,98915.0,0.015842,6243840.0,,-0.04,12.27,51.31
1038,VIP  VIP Tokens,VIP,98448.0,0.00118,83450403.0,,-0.08,1.52,30.04
1039,MND  MindCoin,MND,90923.0,0.00573,15867695.0,,-0.01,,63.0
1040,LTCR  Litecred,LTCR,90842.0,0.003005,30227750.0,,0.46,9.35,41.0
1041,ADCN  Asiadigicoin,ADCN,87424.0,0.003507,24931054.0,,-8.53,-18.77,16.04
1042,URO  Uro,URO,86068.0,0.071289,1207310.0,,-0.04,-48.26,
1043,QBC  Quebecoin,QBC,83415.0,0.005562,14998485.0,,-0.04,4.25,76.62
1044,DIBC  DIBCOIN,DIBC,81999.0,0.0164,5000000.0,,-0.09,11.45,29.51
1045,EGO  EGO,EGO,80895.0,0.001348,60000001.0,,-0.08,35.35,152.91
1046,DES  Destiny,DES,80895.0,0.05056,1600000.0,,-0.04,-45.81,
1047,MTM  MTMGaming,MTM,78985.0,0.026329,2999967.0,,-0.89,,64.28
1048,GBT  GameBet Coin,GBT,75252.0,0.003539,21262780.0,,-0.04,-3.1,
1049,MRNG  MorningStar,MRNG,74994.0,0.002285,32820913.0,,,,451.04
1050,ORLY  Orlycoin,ORLY,74114.0,0.002022,36646779.0,,-0.04,1.52,
1051,IMPS  ImpulseCoin,IMPS,71652.0,0.003539,20245510.0,,-0.04,6.59,
1052,DLISK  DAPPSTER,DLISK,67413.0,0.000674,100000000.0,,-0.04,1.51,26.85
1053,BIOS  BiosCrypto,BIOS,66673.0,0.0032020000000000004,20821709.0,,-0.04,-3.56,65.81
1054,TAGR  TAGRcoin,TAGR,65171.0,0.001685,38669634.0,,-0.04,1.52,36.16
1055,G3N  G3N,G3N,64995.0,0.008595,7561891.0,,-0.08,1.52,34.03
1056,CRT  CRTCoin,CRT,64126.0,0.808952,79270.0,,-0.04,1.52,28.71
1057,WBB  Wild Beast Block,WBB,63585.0,0.35425300000000004,179492.0,,-0.08,2.1,61.67
1058,SCS  Speedcash,SCS,61336.0,0.23425900000000002,261831.0,,-0.04,9.81,151.75
1059,OS76  OsmiumCoin,OS76,57557.0,0.06437899999999999,894026.0,,-0.04,31.89,26.48
1060,CASH  Cashcoin,CASH,56023.0,0.00118,47487967.0,,-0.08,-17.52,-27.35
1061,BSC  BowsCoin,BSC,55187.0,0.009943,5550102.0,,-0.08,-10.6,
1062,ARB  ARbit,ARB,54342.0,0.006741,8061110.0,,-0.01,1.52,
1063,PONZI  PonziCoin,PONZI,51809.0,0.060166,861099.0,,-0.04,-1.25,14.93
1064,HVCO  High Voltage,HVCO,47533.0,0.031813,1494171.0,,,,93.51
1065,PEX  PosEx,PEX,46306.0,0.018875,2453240.0,,-0.04,17.36,
1066,ZNE  Zonecoin,ZNE,41774.0,0.016179,2581970.0,,-0.04,-35.03,-11.7
1067,CAB  Cabbage,CAB,35392.0,0.0033710000000000003,10499996.0,,-0.08,12.8,29.83
1068,LEX  Lex4All,LEX,35267.0,0.035267,1000000.0,,-0.89,,
1069,ALTC  Antilitecoin,ALTC,31865.0,0.001011,31512613.0,,-0.04,44.44,54.46
1070,SDP  SydPak,SDP,30601.0,0.19128299999999998,159978.0,,-0.08,35.55,78.24
1071,FRAZ  Frazcoin,FRAZ,30522.0,0.0031829999999999996,9587886.0,,,,-6.69
